ALPHA_J2000   DELTA_J2000   MAG_AUTO_J   MAGERR_AUTO_J   MAG_AUTO_H   MAGERR_AUTO_H   MAG_AUTO_Ks   MAGERR_AUTO_Ks   MAG_PSF_J   MAGERR_PSF_J   MAG_PSF_H   MAGERR_PSF_H   MAG_PSF_Ks   MAGERR_PSF_Ks   MAG_APER_J   MAGERR_APER_J   MAG_APER_H   MAGERR_APER_H   MAG_APER_Ks   MAGERR_APER_Ks   TILE_ID   ra          dec          J_auto_Oct   A_Ks   Separation            
  243.16636     -53.88911     14.69708     0.03650         14.14086     0.02737         13.96457      0.02637          15.84167    0.02481        15.29482    0.0177         15.10761     0.01705         15.82037     0.03000         15.2029      0.02106         14.98867      0.01934          d025      243.16636   -53.889112   14.7         0.6    0.007199999982668837  
  243.22871     -53.63494     15.18455     0.05130         14.58668     0.03653         14.0202       0.03343          16.00081    0.03999        15.51564    0.02677        15.25593     0.02212         15.70647     0.03896         15.17796     0.02584         15.19615      0.02676          d025      243.22871   -53.634942   15.18        0.76   0.007200000005568831  
  243.31117     -53.91008     14.24572     0.02198         13.3715      0.01694         13.19441      0.01687          15.76444    0.01728        14.94893    0.01113        14.61036     0.01005         15.59143     0.01847         14.75253     0.01169         14.75309      0.01393          d025      243.31117   -53.910082   14.25        0.46   0.007200000005568831  
  243.36956     -53.87025     15.11600     0.04896         14.40985     0.0353          14.25258      0.03295          16.93165    0.05330        16.07696    0.03178        15.71663     0.02715         16.77978     0.05833         15.89157     0.03516         15.52         0.02909          d025      243.36956   -53.870252   15.12        0.52   0.007200000005568831  
  243.41512     -54.18372     15.53019     0.05498         14.69976     0.03476         14.35862      0.03315          16.77408    0.03685        16.00232    0.02576        15.68297     0.02444         16.57725     0.03847         15.74549     0.02626         15.47915      0.02528          d025      243.41512   -54.183722   15.53        0.4    0.007200000005568831  
  243.43057     -53.36015     15.84152     0.06286         14.84688     0.0426          14.29734      0.03461          16.68548    0.05381        15.91762    0.03201        15.3937      0.02228         16.49037     0.05648         15.71203     0.03479         15.23116      0.02475          d025      243.43057   -53.360152   15.84        0.62   0.007200000005568831  
  243.44481     -53.29647     13.58187     0.01385         13.08805     0.0111          12.92268      0.01096          14.46587    0.00867        14.09492    0.00671        13.97744     0.0067          14.30393     0.00896         13.81742     0.00668         13.73098      0.00675          d025      243.44481   -53.296472   13.58        0.62   0.007200000028468824  
  243.51037     -52.92524     14.52125     0.04352         13.97644     0.03251         13.66798      0.0278           15.19809    0.02281        14.82746    0.01583        14.72013     0.01473         15.16397     0.02682         14.72743     0.01854         14.62609      0.01696          d025      243.51037   -52.925242   14.52        0.82   0.007199999982668837  
  243.5221      -54.08546     15.37389     0.04038         14.85575     0.03642         14.41144      0.0301           16.38328    0.02308        15.72501    0.0184         15.40068     0.01784         16.22351     0.02466         15.50448     0.0193          15.18366      0.0183           d025      243.5221    -54.085462   15.37        0.34   0.007200000005568831  
  243.56461     -53.86881     15.98510     0.06036         15.08779     0.04446         14.69026      0.0387           17.05686    0.04934        16.15721    0.03033        15.77129     0.02645         16.87962     0.05288         16.01254     0.03448         15.67465      0.03088          d025      243.56461   -53.868812   15.99        0.43   0.007199999982668837  
  243.65993     -53.32411     14.29311     0.02546         13.2615      0.01551         13.04311      0.01433          15.54413    0.01924        14.76221    0.01137        14.45988     0.00986         15.33930     0.01984         14.48663     0.01148         14.19764      0.00994          d025      243.65993   -53.324112   14.29        0.6    0.007200000005568831  
  243.69239     -53.37829     14.38917     0.02491         13.31291     0.01401         13.00207      0.01147          15.46973    0.01753        14.50271    0.00923        14.12534     0.00756         15.29594     0.01845         14.26225     0.00953         13.91043      0.00784          d025      243.69239   -53.378292   14.39        0.59   0.007200000005568831  
  243.74492     -53.91876     15.21966     0.03492         14.6476      0.02966         14.29253      0.02791          16.68394    0.03059        16.00493    0.02386        15.66242     0.02244         16.50724     0.03244         15.78144     0.02516         15.4283       0.02305          d025      243.74492   -53.918762   15.22        0.35   0.007200000005568831  
  243.75037     -53.4092      15.80698     0.07178         15.44158     0.05969         15.04906      0.05101          16.90656    0.05879        16.34252    0.04259        16.04059     0.03716         16.73654     0.06298         16.08347     0.04454         15.79429      0.03861          d025      243.75037   -53.409202   15.81        0.56   0.007200000028468824  
  243.75445     -53.723       15.43679     0.04287         14.72149     0.03245         14.55409      0.03295          16.50182    0.03311        15.7227     0.02152        15.55715     0.02237         16.38840     0.03720         15.58319     0.02462         15.40114      0.02481          d025      243.75445   -53.723002   15.44        0.46   0.007200000005568831  
  243.76253     -53.59693     16.68792     0.07709         15.50478     0.04724         14.72261      0.03883          17.13339    0.05522        16.19266    0.03232        15.68183     0.02478         17.02523     0.06260         16.03073     0.03654         15.48941      0.0268           d025      243.76253   -53.596932   16.69        0.45   0.007200000005568831  
  243.81161     -53.70189     13.37073     0.01163         12.8158      0.01026         12.67474      0.00952          14.94846    0.00912        14.25089    0.0064         14.00266     0.00615         14.91878     0.01046         14.11501     0.00707         13.8327       0.00652          d025      243.81161   -53.701892   13.37        0.45   0.007200000005568831  
  243.85286     -53.75425     15.01068     0.03181         14.32695     0.02405         14.14899      0.02415          16.02387    0.02165        15.31836    0.01509        15.03594     0.01427         15.92531     0.02431         15.16241     0.0168          14.89811      0.01585          d025      243.85286   -53.754252   15.01        0.46   0.007200000005568831  
  243.93046     -53.6314      15.13605     0.03037         14.61931     0.02646         14.38833      0.02614          16.15829    0.02264        15.65854    0.01894        15.52071     0.02055         16.00964     0.02424         15.41214     0.01967         15.19042      0.01965          d025      243.93046   -53.631402   15.14        0.41   0.007200000005568831  
  243.94407     -53.47055     14.71903     0.02339         13.58663     0.01507         13.14464      0.01379          15.89184    0.01849        15.05735    0.01177        14.74443     0.01091         15.64778     0.01843         14.76081     0.01167         14.47591      0.01088          d025      243.94407   -53.470552   14.72        0.44   0.007199999982668837  
